unique_work_number,work_name,work_description,work_category,state,implementing_district,nodal_district,constituency,house_name,mp_name,implementing_agency_name,sanction_amount,actual_expenditure,released_amount,recommendation_date,administrative_approval_date,sanction_date,commencement_date,completion_date,work_status,financial_year,image_uploaded
MPLADS/UT/2025-2026/0371,Construction of School Building in Kanpur,Repudiandae eaque rem explicabo rem maiores excepturi. Vel sequi animi ea eius.,School Building,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Yoshita Bansal,Gram Panchayat,3036765.26,1528981.25,1667863.4485668354,2025-12-03,2025-12-20,2025-12-25,2026-02-12,2027-08-16,Completed,2025-2026,Yes
MPLADS/UT/2025-2026/0372,Construction of Park in Kanpur,Exercitationem cum maiores placeat assumenda impedit optio.,Park,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Balhaar Modi,Zila Parishad,999199.32,589044.0,636560.9320803669,2025-03-22,2025-04-03,2025-04-08,2025-04-20,2026-03-12,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0373,Construction of School Building in Bhopal,Blanditiis nostrum tenetur sequi. Illo deserunt cum corrupti.,School Building,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Wahab Kaul,Block Development Office,5176715.41,2811570.4,3289856.0397060444,2025-05-29,2025-06-03,2025-06-08,2025-07-06,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0374,Construction of Roads in Bhopal,Dolorum quis facilis recusandae perspiciatis.,Roads,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Harinakshi Chokshi,State Housing Board,2267416.66,3080074.66,3381749.8580449396,2025-03-02,2025-03-11,2025-03-12,2025-04-08,2025-09-18,Completed,2025-2026,Yes
MPLADS/MA/2026-2027/0375,Construction of Library in Pune,Recusandae hic odit quia. Porro impedit ut earum.,Library,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Elijah Dave,Gram Panchayat,3307227.72,1024475.1,2464587.070819456,2026-07-26,2026-08-31,2026-09-03,2026-09-30,,Ongoing,2026-2027,No
MPLADS/KA/2026-2027/0376,Construction of Roads in Hubli,Accusantium quia aut laborum quos magni. Nam eos nisi incidunt. Enim earum earum.,Roads,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Tanmayi Bahri,Block Development Office,886121.95,199690.8,722921.3576124319,2026-01-16,2026-02-10,2026-02-11,2026-03-25,,Ongoing,2026-2027,No
MPLADS/MA/2025-2026/0377,Construction of Drinking Water in Jabalpur,Temporibus id sunt officiis adipisci veritatis ipsa accusantium.,Drinking Water,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Yug Banerjee,Block Development Office,1436160.32,744577.0,1121221.5783549543,2025-02-07,2025-03-05,2025-03-07,2025-05-04,,Ongoing,2025-2026,No
MPLADS/MA/2024-2025/0378,Construction of Street Light in Bhopal,Sit inventore natus doloribus quia nulla. Dolores praesentium ipsa tempora.,Street Light,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Viraj Ben,PWD,536668.4,574687.81,619898.9678777596,2024-03-30,2024-04-19,2024-04-21,2024-06-13,2025-02-19,Completed,2024-2025,Yes
MPLADS/TA/2025-2026/0379,Construction of Drinking Water in Chennai,Dolor officia voluptates. Ipsam a aut. Nisi maxime explicabo.,Drinking Water,Tamil Nadu,Chennai,Chennai,Chennai East,Rajya Sabha,Oliver Pingle,State Housing Board,2094901.47,737398.44,1599145.5015772295,2025-09-20,2025-10-22,2025-10-23,2025-12-07,,Delayed,2025-2026,No
MPLADS/UT/2025-2026/0380,Construction of Drinking Water in Varanasi,Perferendis esse deleniti hic enim fugit totam. Ducimus nihil adipisci modi.,Drinking Water,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Wyatt Dugar,State Housing Board,595850.86,387859.19,404940.9125301614,2025-07-06,2025-08-04,2025-08-06,2025-09-16,2026-01-13,Completed,2025-2026,Yes
MPLADS/UT/2023-2024/0381,Construction of Drainage in Varanasi,Labore et sint dignissimos. Magnam quidem quo consequuntur. Sequi dolor est debitis accusantium.,Drainage,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Lok Sabha,Rajata Karan,PWD,696166.89,346070.58,390591.97890497505,2023-11-22,2023-12-01,2023-12-05,2024-01-23,,Ongoing,2023-2024,No
MPLADS/KA/2024-2025/0382,Construction of Drainage in Mysore,Animi fugiat dicta totam. Sed odio reiciendis modi. Accusantium culpa illo pariatur magni.,Drainage,Karnataka,Mysore,Mysore,Mysore East,Lok Sabha,Zaitra Chowdhury,Gram Panchayat,840364.41,488243.49,751424.1616530584,2023-12-08,2024-01-12,2024-01-14,2024-03-12,,Delayed,2024-2025,No
MPLADS/MA/2025-2026/0383,Construction of Roads in Bhopal,Natus mollitia earum numquam.,Roads,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Veer Sen,Block Development Office,200000.0,59885.55,141515.55838056328,2025-03-06,2025-03-30,2025-03-31,2025-05-12,,Ongoing,2025-2026,No
MPLADS/KA/2026-2027/0384,Construction of Library in Bangalore,Ea voluptate accusantium veritatis repellendus. Saepe perspiciatis sint consequuntur.,Library,Karnataka,Bangalore,Bangalore,Bangalore East,Rajya Sabha,Vedant Gala,State Housing Board,1431971.48,266415.19,1066061.6666939987,2026-07-05,2026-09-15,2026-09-19,2026-11-05,,Ongoing,2026-2027,No
MPLADS/UT/2024-2025/0385,Construction of Drinking Water in Varanasi,Repudiandae possimus officia adipisci necessitatibus similique nulla.,Drinking Water,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Hitesh Mallick,Block Development Office,620433.67,377521.49,523241.4841893437,2024-02-28,2024-04-05,2024-04-08,2024-04-29,,Ongoing,2024-2025,No
MPLADS/TA/2026-2027/0386,Construction of Drinking Water in Coimbatore,Nemo quo labore aspernatur nisi illum fuga dicta. Molestias cupiditate doloribus delectus fuga.,Drinking Water,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Krishna Srinivas,Gram Panchayat,1075196.89,843461.94,871733.9484061543,2026-04-05,2026-04-17,2026-04-19,2026-05-05,2027-02-18,Completed,2026-2027,Yes
MPLADS/UT/2025-2026/0387,Construction of Roads in Kanpur,Ex atque beatae nostrum officia nostrum. Harum modi assumenda maxime.,Roads,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Nikita Viswanathan,Block Development Office,1773404.78,1258571.62,1388057.6796863868,2025-12-08,2025-12-17,2025-12-22,2026-02-04,2026-10-19,Completed,2025-2026,Yes
MPLADS/UT/2024-2025/0388,Construction of Health Center in Lucknow,Dolore blanditiis expedita in. Eaque tenetur sequi magni quia praesentium.,Health Center,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Shivani Bose,Block Development Office,3876170.84,2031886.38,2844799.8937669885,2024-01-25,2024-02-26,2024-03-01,2024-04-27,,Ongoing,2024-2025,No
MPLADS/TA/2025-2026/0389,Construction of Park in Chennai,Consequatur nisi eveniet perspiciatis quas amet reprehenderit ipsam.,Park,Tamil Nadu,Chennai,Chennai,Chennai East,Rajya Sabha,Janani Zacharia,State Housing Board,1180169.54,972152.12,1046446.0040514795,2025-05-21,2025-06-25,2025-06-30,2025-08-15,2026-02-22,Completed,2025-2026,Yes
MPLADS/MA/2024-2025/0390,Construction of Street Light in Indore,Vel accusantium harum consequatur fuga aperiam facere. Voluptate ea sunt soluta.,Street Light,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Oscar Randhawa,Block Development Office,384619.27,261662.78,277631.21281784103,2024-07-14,2024-08-10,2024-08-12,2024-09-01,2025-07-15,Completed,2024-2025,Yes
MPLADS/MA/2025-2026/0391,Construction of School Building in Pune,Vero eveniet non labore. Enim molestiae quas. Perspiciatis vero adipisci voluptates.,School Building,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Dev Hora,Zila Parishad,1652377.99,865922.8,915511.4662024295,2025-10-11,2025-10-28,2025-10-31,2025-12-18,2026-04-18,Completed,2025-2026,Yes
MPLADS/MA/2024-2025/0392,Construction of Park in Indore,Eveniet explicabo ullam.,Park,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Gauri Gara,PWD,996767.67,663263.74,722942.9030036322,2024-01-16,2024-01-27,2024-01-30,2024-03-27,2024-05-29,Completed,2024-2025,No
MPLADS/KA/2024-2025/0393,Construction of Roads in Hubli,Doloremque dicta quaerat id provident. Veritatis magni ex impedit suscipit nesciunt enim quae.,Roads,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Jacob Buch,PWD,1373832.8078872755,1113368.17,1131549.2852804353,2024-07-26,2024-08-06,2024-08-08,2024-08-23,2025-06-30,Completed,2024-2025,Yes
MPLADS/UT/2025-2026/0394,Construction of Library in Lucknow,Optio veritatis voluptas maiores iste magnam quaerat. Harum harum nulla quibusdam aliquam error.,Library,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Oeshi Srinivas,PWD,3082021.14,2392607.79,2381258.3230603184,2025-08-08,2025-08-16,2025-08-19,2025-09-28,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0395,Construction of School Building in Indore,Quos fugit assumenda iusto totam eos error. Dolor incidunt sunt corporis qui itaque.,School Building,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Anvi Khosla,State Housing Board,4769160.18,4131154.46,4165617.3347039726,2025-05-10,2025-06-01,2025-06-06,2025-07-15,2026-02-23,Completed,2025-2026,Yes
MPLADS/KA/2024-2025/0396,Construction of Temple near Health Center in Hubli,Maiores adipisci magnam id enim. Id nulla minima deleniti. A inventore eaque optio ea.,Health Center,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Tara Upadhyay,Block Development Office,1530824.35,205653.08,1385254.342498984,2023-12-24,2024-01-09,2024-01-12,2024-01-31,,Ongoing,2024-2025,No
MPLADS/TA/2026-2027/0397,Construction of Residential Complex near Library in Coimbatore,Dolor labore corporis qui magni deserunt. Dolorem qui voluptate. Assumenda explicabo quo.,Library,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Triveni Bobal,Block Development Office,2333008.700907561,312490.09,2055522.5911982127,2026-07-30,2026-11-09,2026-11-12,2026-12-30,,Ongoing,2026-2027,No
MPLADS/KA/2024-2025/0398,Construction of Park in Hubli,Eos totam excepturi cumque sed tempore. Sint at placeat qui adipisci.,Park,Karnataka,Hubli,Hubli,Hubli East,Lok Sabha,Ridhi Dhaliwal,Municipal Corporation,1341548.95,394291.47,942142.103025449,2024-10-17,2024-11-14,2024-11-18,2024-12-22,,Ongoing,2024-2025,No
MPLADS/MA/2025-2026/0399,Construction of Drinking Water in Jabalpur,Ab itaque nemo odit quisquam possimus quisquam adipisci. Eos dignissimos perspiciatis.,Drinking Water,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Kashish Varghese,State Housing Board,942730.08,501336.58,556716.7424583043,2025-07-06,2025-07-29,2025-08-02,2025-08-24,2026-11-01,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0400,Construction of Health Center in Indore,Assumenda sit nam quis tempore. Nobis corrupti nemo. Architecto ea amet rerum minima.,Health Center,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Nitesh Bala,Municipal Corporation,3237816.31,893977.72,2415285.9201327036,2025-10-10,2025-10-20,2025-10-21,2025-11-11,,Delayed,2025-2026,No
MPLADS/KA/2024-2025/0401,Construction of Roads in Hubli,Consequuntur hic et modi possimus. Quam error qui reiciendis quis cupiditate ipsam.,Roads,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Sarthak Vig,Municipal Corporation,224457.87,59794.78,148236.0931594447,2024-02-16,2024-02-23,2024-02-26,2024-04-02,,Ongoing,2024-2025,No
MPLADS/KA/2023-2024/0402,Construction of Roads in Hubli,Maiores culpa corrupti accusantium dolorem natus amet. Minus tempore laboriosam vitae.,Roads,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Utkarsh Kala,Municipal Corporation,1020499.98,315839.39,786469.0393477767,2023-12-16,2023-12-23,2023-12-27,2024-01-10,,Ongoing,2023-2024,No
MPLADS/KA/2024-2025/0403,Construction of Community Hall in Bangalore,Ullam totam aut. Repudiandae consectetur non dignissimos vitae blanditiis.,Community Hall,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Peter Jaggi,State Housing Board,2506292.44,2204132.71,2345016.7020053323,2024-03-05,2024-03-18,2024-03-22,2024-04-16,2024-07-08,Completed,2024-2025,Yes
MPLADS/UT/2026-2027/0404,Construction of Park in Kanpur,Esse distinctio dolorem ipsum modi hic. Accusamus quidem doloremque.,Park,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Praneel Shanker,Zila Parishad,818792.24,175683.53,737988.7202259208,2026-05-08,2026-06-15,2026-06-16,2026-08-12,,Delayed,2026-2027,No
MPLADS/KA/2025-2026/0405,Construction of Drinking Water in Hubli,Ut magnam ad. Totam ab eos aspernatur ad labore doloribus.,Drinking Water,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Ayush Ranganathan,PWD,774967.26,706220.36,709775.7881056694,2025-11-05,2025-12-11,2025-12-12,2026-01-06,2027-06-06,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0406,Construction of Street Light in Pune,Pariatur veritatis libero fugit deleniti praesentium. Facilis placeat ullam quam nobis.,Street Light,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Pranav More,Municipal Corporation,624569.99,180846.87,573488.667697641,2025-10-09,2025-10-28,2025-10-30,2025-11-19,,Ongoing,2025-2026,No
MPLADS/MA/2026-2027/0407,Construction of Drainage in Pune,Earum hic quis aut voluptates. Rem nam iste similique. Fugiat et magnam culpa odit ipsum.,Drainage,Maharashtra,Pune,Pune,Pune East,Rajya Sabha,Priya Baria,State Housing Board,559427.74,58384.59,476531.82272429636,2026-08-22,2026-09-16,2026-09-18,2026-10-29,,Ongoing,2026-2027,No
MPLADS/KA/2023-2024/0408,Construction of Health Center in Hubli,Fugit quo facere. Quasi architecto unde repellat pariatur.,Health Center,Karnataka,Hubli,Hubli,Hubli East,Lok Sabha,Aayush Swamy,State Housing Board,5696678.261562194,3564743.07,3815364.591866283,2023-10-14,2023-10-27,2023-10-28,2023-12-08,2024-06-27,Completed,2023-2024,Yes
MPLADS/MA/2026-2027/0409,Construction of Drainage in Indore,Nemo sapiente quidem dicta velit sint unde. Rerum exercitationem odio quia ex in.,Drainage,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Ekiya Pal,Zila Parishad,1272177.38,616085.19,768923.1434753713,2026-06-05,2026-07-07,2026-07-12,2026-08-01,,Ongoing,2026-2027,No
MPLADS/TA/2024-2025/0410,Construction of Drainage in Madurai,Voluptatum occaecati non perspiciatis ducimus id quaerat. Cum vero ullam tempore aperiam quae.,Drainage,Tamil Nadu,Madurai,Madurai,Madurai East,Lok Sabha,Netra Bhatt,State Housing Board,1508663.3,892144.77,924003.58927544,2024-01-02,2024-01-26,2024-01-28,2024-02-08,2024-08-08,Completed,2024-2025,Yes
MPLADS/MA/2024-2025/0411,Construction of Health Center in Indore,Maiores optio ad eos. Quas error dolorem excepturi. Magni aliquam eos.,Health Center,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Aarush Rau,Block Development Office,2711614.88,1335787.51,2095415.937072042,2024-01-08,2024-02-06,2024-02-11,2024-03-10,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0412,Construction of Community Hall in Thane,Aspernatur quia veniam quisquam maxime dolorem. Quisquam nemo incidunt dignissimos.,Community Hall,Maharashtra,Thane,Thane,Thane East,Rajya Sabha,Girik Hans,Municipal Corporation,4494382.089020639,1528931.31,3689484.263661182,2024-02-19,2024-04-18,2024-04-22,2024-05-14,,Ongoing,2024-2025,No
MPLADS/KA/2024-2025/0413,Construction of Drinking Water in Hubli,Odio voluptas ullam fugiat nulla possimus aliquam aperiam. Dolores error illo suscipit ratione.,Drinking Water,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Daksha Seth,State Housing Board,659480.9864635188,150495.75,490415.5363262401,2024-08-25,2024-11-05,2024-11-09,2024-11-24,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0414,Construction of Park in Jabalpur,Nisi illum modi porro quidem rem. Hic commodi autem. Placeat nesciunt provident ab.,Park,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Jeremiah Apte,State Housing Board,1311070.73,182313.25,1093247.9920342003,2024-06-17,2024-06-25,2024-06-28,2024-08-10,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0415,Construction of Library in Pune,Sapiente quisquam rerum eaque quasi nam at. Culpa officiis at nihil.,Library,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Anay Kala,State Housing Board,2032619.81,282643.06,1715300.1967060475,2024-06-25,2024-07-10,2024-07-12,2024-08-03,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0416,Construction of Library in Jabalpur,Recusandae nemo possimus aspernatur fugiat. At temporibus itaque blanditiis ipsum.,Library,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Laksh Sane,PWD,1276059.42,585256.79,922477.2310987512,2023-12-20,2024-01-20,2024-01-23,2024-03-16,,Ongoing,2024-2025,No
MPLADS/UT/2026-2027/0417,Construction of Library in Lucknow,Soluta debitis libero dolorum.,Library,Uttar Pradesh,Lucknow,Lucknow,Lucknow East,Rajya Sabha,Kai Virk,Zila Parishad,2885806.38,496879.29,2602784.4180186377,2026-08-25,2026-09-20,2026-09-25,2026-11-02,,Delayed,2026-2027,No
MPLADS/TA/2024-2025/0418,Construction of Park in Coimbatore,Expedita eveniet nulla molestias. Id sapiente laboriosam deleniti consectetur.,Park,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Harrison Kalla,Zila Parishad,846269.85,289473.1,778240.5128544942,2024-08-06,2024-08-30,2024-09-04,2024-09-27,,Ongoing,2024-2025,No
MPLADS/TA/2026-2027/0419,Construction of Street Light in Coimbatore,Impedit incidunt facere commodi. Architecto ut exercitationem autem sequi.,Street Light,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Anika Dada,PWD,735859.44,505384.63,696620.3862083863,2026-08-26,2026-11-15,2026-11-20,2026-12-01,,Ongoing,2026-2027,No
MPLADS/MA/2024-2025/0420,Construction of Health Center in Nagpur,Voluptatibus sit unde quia laudantium sed.,Health Center,Maharashtra,Nagpur,Nagpur,Nagpur East,Lok Sabha,Yashica Warrior,Zila Parishad,2067518.48,1402008.24,1606454.130934666,2024-02-28,2024-03-06,2024-03-09,2024-04-23,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0421,Construction of Street Light in Pune,Deserunt ducimus accusantium reiciendis. Fugit esse enim magnam.,Street Light,Maharashtra,Pune,Pune,Pune East,Lok Sabha,Tanmayi Bose,Municipal Corporation,912149.58,993966.56,1006601.1008366426,2024-04-16,2024-04-29,2024-05-04,2024-05-29,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0422,Construction of Health Center in Indore,Sint provident dicta magnam. Id eos in libero. Error quos aliquid nam.,Health Center,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Anay Patla,State Housing Board,3755340.84,2195073.11,2408344.920942013,2024-05-17,2024-06-04,2024-06-06,2024-07-17,2025-03-09,Completed,2024-2025,Yes
MPLADS/TA/2026-2027/0423,Construction of Park in Chennai,Harum quo inventore cumque porro laboriosam dignissimos. Quas harum consequatur minus neque.,Park,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Barkha Toor,PWD,700414.34,102348.67,509918.19285927404,2026-05-26,2026-07-01,2026-07-04,2026-08-10,,Ongoing,2026-2027,No
MPLADS/MA/2026-2027/0424,Construction of Park in Bhopal,Corporis possimus error dolores modi quo. Ut excepturi laudantium repellat ipsum.,Park,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Lok Sabha,Watika Gola,Gram Panchayat,1188628.38,533987.39,957172.1467417451,2026-04-17,2026-04-23,2026-04-28,2026-05-17,,Ongoing,2026-2027,No
MPLADS/MA/2025-2026/0425,Construction of Park in Thane,Dolor accusantium culpa reiciendis possimus asperiores. Ratione cum optio aut officiis adipisci.,Park,Maharashtra,Thane,Thane,Thane East,Lok Sabha,Ranbir Mukherjee,Gram Panchayat,1058150.38,503724.61,684205.4013029138,2025-09-30,2025-10-26,2025-10-28,2025-12-04,,Ongoing,2025-2026,No
MPLADS/TA/2025-2026/0426,Construction of Street Light in Chennai,Quidem omnis repellat eum. Repellat quia ipsam repellat explicabo quos ex.,Street Light,Tamil Nadu,Chennai,Chennai,Chennai East,Lok Sabha,Ekiya Seth,PWD,773726.31,492849.37,598194.9161468465,2025-01-10,2025-02-05,2025-02-06,2025-03-13,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0427,Construction of Library in Kanpur,Magnam accusamus quasi hic magni. Quam dolorum id est laudantium. Commodi inventore dolores minima.,Library,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Harshil Walia,Block Development Office,1124553.58,582842.57,1655481.6461768162,2025-01-06,2025-01-31,2025-02-05,2025-03-26,,Delayed,2025-2026,No
MPLADS/MA/2025-2026/0428,Construction of Park in Nagpur,Aut tempore dolore occaecati natus. Quaerat ipsa porro ut voluptatibus cumque voluptas.,Park,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Darpan Vala,Gram Panchayat,1074420.58,346403.88,888349.0854671274,2025-03-21,2025-03-29,2025-04-02,2025-05-09,,Ongoing,2025-2026,No
MPLADS/MA/2025-2026/0429,Construction of Roads in Jabalpur,Cumque repudiandae magnam culpa. Fugiat maiores quam atque cumque modi.,Roads,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Lok Sabha,Gavin Deo,Municipal Corporation,2346739.59,1483347.73,1948446.4013960133,2025-09-03,2025-09-20,2025-09-24,2025-11-12,,Ongoing,2025-2026,No
MPLADS/UT/2024-2025/0430,Construction of Drainage in Varanasi,Ab ea voluptatum quam earum voluptate atque. At maiores laborum veritatis.,Drainage,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Theodore Walla,State Housing Board,200000.0,100696.0,171910.5358353846,2024-05-05,2024-09-25,2024-09-26,2024-10-21,,Delayed,2024-2025,No
MPLADS/MA/2026-2027/0431,Construction of Community Hall in Nagpur,Repellendus odit perspiciatis dolores modi minus. Ducimus dolorem ratione dolorum neque.,Community Hall,Maharashtra,Nagpur,Nagpur,Nagpur East,Rajya Sabha,Irya Palla,Block Development Office,1080089.78,382786.15,577199.6498479176,2026-02-05,2026-02-10,2026-02-15,2026-03-10,,Ongoing,2026-2027,No
MPLADS/MA/2024-2025/0432,Construction of School Building in Indore,Reiciendis in nisi accusantium. Rerum in nesciunt distinctio harum.,School Building,Madhya Pradesh,Indore,Indore,Indore East,Lok Sabha,Hritik Tandon,State Housing Board,200000.0,108989.47,123425.10582228776,2024-07-01,2024-07-06,2024-07-11,2024-07-23,,Ongoing,2024-2025,No
MPLADS/MA/2024-2025/0433,Construction of Roads in Indore,Vero magni officia voluptatum eum blanditiis.,Roads,Madhya Pradesh,Indore,Indore,Indore East,Rajya Sabha,Sudiksha Dhawan,PWD,1284474.53,1122106.16,1151722.2358630388,2024-09-11,2024-09-20,2024-09-23,2024-11-14,2025-06-18,Completed,2024-2025,Yes
MPLADS/KA/2026-2027/0434,Construction of Park in Bangalore,Necessitatibus eius magni. Quas reiciendis eos ipsum reiciendis inventore.,Park,Karnataka,Bangalore,Bangalore,Bangalore East,Rajya Sabha,Abhiram Sidhu,State Housing Board,1087016.9,380547.19,555214.7074841026,2026-03-09,2026-03-18,2026-03-22,2026-05-09,,Ongoing,2026-2027,No
MPLADS/MA/2026-2027/0435,Construction of Roads in Jabalpur,Ab sint nesciunt. Ex fugiat enim iusto et repellendus reprehenderit.,Roads,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur East,Rajya Sabha,Anay Andra,Zila Parishad,10492516.672651961,4690115.72,8536899.533554817,2026-05-13,2026-05-31,2026-06-02,2026-06-13,,Ongoing,2026-2027,No
MPLADS/UT/2026-2027/0436,Construction of Drinking Water in Varanasi,Unde porro deserunt quidem incidunt iste. Assumenda vitae iure ducimus ex natus autem.,Drinking Water,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Bishakha Ganguly,State Housing Board,1037047.39,475910.08,539634.8315864267,2026-01-23,2026-02-09,2026-02-10,2026-03-27,,Delayed,2026-2027,No
MPLADS/KA/2024-2025/0437,Construction of School Building in Hubli,Necessitatibus harum quaerat culpa voluptatum voluptatibus.,School Building,Karnataka,Hubli,Hubli,Hubli East,Rajya Sabha,Chakrika Dugal,Block Development Office,5442923.32,4391170.99,4577210.195595244,2024-06-05,2024-06-26,2024-07-01,2024-08-20,2025-01-23,Completed,2024-2025,Yes
MPLADS/TA/2023-2024/0438,Construction of Library in Coimbatore,"Ipsam vitae esse minima. Tempora laborum dolore.
Magnam porro amet.",Library,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Lok Sabha,Yatan Dhaliwal,State Housing Board,833928.98,466548.75,587158.7371340739,2023-11-17,2023-11-29,2023-12-01,2023-12-19,,Ongoing,2023-2024,No
MPLADS/KA/2024-2025/0439,Construction of School Building in Bangalore,Dolores aspernatur inventore maiores. Expedita repellat nulla.,School Building,Karnataka,Bangalore,Bangalore,Bangalore East,Lok Sabha,Logan Shah,Gram Panchayat,444926.34,100481.87,287093.1847459918,2024-11-10,2024-12-06,2024-12-07,2024-12-28,,Ongoing,2024-2025,No
MPLADS/TA/2025-2026/0440,Construction of Park in Coimbatore,Harum asperiores repellendus corporis ex ducimus est. Illo repellat deserunt in eveniet fugit.,Park,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore East,Rajya Sabha,Radhika Raj,State Housing Board,777780.92,460586.24,498919.4916840463,2025-05-08,2025-06-13,2025-06-16,2025-07-05,2026-08-03,Completed,2025-2026,Yes
MPLADS/MA/2025-2026/0441,Construction of Health Center in Bhopal,Doloremque nulla corporis repellendus. Amet est soluta sed itaque consequuntur.,Health Center,Madhya Pradesh,Bhopal,Bhopal,Bhopal East,Rajya Sabha,Yauvani Oommen,PWD,2384065.45,251103.61,1413940.1076568994,2025-02-18,2025-07-13,2025-07-17,2025-08-04,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0442,Construction of Street Light in Kanpur,Fuga voluptas ratione velit dolores odio illo.,Street Light,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Rajya Sabha,Jackson Mistry,Municipal Corporation,493461.05,159122.67,290061.191477757,2025-03-22,2025-04-03,2025-04-07,2025-06-04,,Delayed,2025-2026,No
MPLADS/UT/2025-2026/0443,Construction of Health Center in Varanasi,Nemo vitae quos possimus ab magnam. Exercitationem quod eveniet assumenda.,Health Center,Uttar Pradesh,Varanasi,Varanasi,Varanasi East,Rajya Sabha,Samaksh Dua,PWD,200000.0,24759.88,139996.4556842981,2025-12-07,2025-12-18,2025-12-22,2026-02-09,,Ongoing,2025-2026,No
MPLADS/UT/2025-2026/0444,Construction of Park in Kanpur,Ipsam quaerat voluptas repellendus numquam veniam quisquam in. Officia est eveniet iusto.,Park,Uttar Pradesh,Kanpur,Kanpur,Kanpur East,Lok Sabha,Vansha Parikh,Gram Panchayat,764351.98,527073.52,538148.7578587895,2025-03-29,2025-04-28,2025-05-01,2025-06-05,2026-02-15,Completed,2025-2026,Yes
